director,title,year,imdbid,imdbrating,imdbvotes,movieid,plot,poster,released,runtime,tmdb
Geoffrey Sax,Stormbreaker (Alex Rider: Operation Stormbreaker),2006,0457495,5.1,19747,48522,"After the death of his uncle, the 14-year-old schoolboy Alex Rider is forced by the Special OperationsDivision of Britain's secret intelligence service, MI6, for a mission which will save millions of lives.",http://ia.media-imdb.com/images/M/MV5BMTkzNDIxNzc4NF5BMl5BanBnXkFtZTcwNjE4MjczMQ@@._V1_SX300.jpg,2006-10-13,93,9978
Geoffrey Sax,White Noise,2005,0375210,5.5,41152,30894,"An architect's desire to speak with his wife from beyond the grave, becomes an obsession with supernatural repercussions.",http://ia.media-imdb.com/images/M/MV5BMTc1OTA0NDQ1NV5BMl5BanBnXkFtZTcwNzM4Mjk2MQ@@._V1_SX300.jpg,2005-01-07,101,11804
Werner Herzog,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)",1972,0068182,8,36918,7063,"In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.",http://ia.media-imdb.com/images/M/MV5BNDU5ODY4ODY5Ml5BMl5BanBnXkFtZTcwODA2NTUyMQ@@._V1_SX300.jpg,1977-04-03,93,2000
Werner Herzog,Bad Lieutenant: Port of Call New Orleans,2009,1095217,6.7,63889,72405,Terence McDonagh is a drug- and gambling-addled detective in post-Katrina New Orleans investigating the killing of five Senegalese immigrants.,http://ia.media-imdb.com/images/M/MV5BMTcyMzY0NTMzMF5BMl5BanBnXkFtZTcwMTc1MjY4Mg@@._V1_SX300.jpg,2009-12-11,122,11699
Werner Herzog,Cave of Forgotten Dreams,2010,1664894,7.4,10766,85394,Werner Herzog gains exclusive access to film inside the Chauvet caves of Southern France and captures the oldest known pictorial creations of humanity.,http://ia.media-imdb.com/images/M/MV5BMTYxNDExMzUwMl5BMl5BanBnXkFtZTcwNjM2MzYwNQ@@._V1_SX300.jpg,2011-08-31,90,59490
Werner Herzog,Encounters at the End of the World,2007,1093824,7.8,13209,60333,"Film-maker Werner Herzog travels to the McMurdo Station in Antarctica, looking to capture the continent's beauty and investigate the characters living there.",http://ia.media-imdb.com/images/M/MV5BOTI3NjkyNjY2OV5BMl5BanBnXkFtZTcwOTUwMTU3MQ@@._V1_SX300.jpg,2008-07-18,99,12172
Werner Herzog,"Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle)",1974,0071691,7.9,12280,5056,"Herzog's film is based upon the true and mysterious story of Kaspar Hauser, a young man who suddenly appeared in Nuremberg in 1828, barely able to speak or walk, and bearing a strange note.",http://ia.media-imdb.com/images/M/MV5BMjAwNTIyNzkwM15BMl5BanBnXkFtZTgwNTAzODE0MTE@._V1_SX300.jpg,1974-11-01,110,11710
Werner Herzog,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen),1970,0065436,7.1,4069,3202,"The inhabitants of an institution in a remote country rebel against their keepers. Their acts of rebellion are by turns humorous, boring and alarming. An allegory on the problematic nature ...",http://ia.media-imdb.com/images/M/MV5BMTM2ODIxODExNV5BMl5BanBnXkFtZTcwNzkwMjkxMQ@@._V1_SX300.jpg,1971-02-02,96,11900
Werner Herzog,Fata Morgana,1971,0067085,7,2371,31549,"Footage shot in and around the Sahara Desert, accompanied only by a spoken creation myth and the songs of Leonard Cohen.",http://ia.media-imdb.com/images/M/MV5BMTkxNzM1MDMwMV5BMl5BanBnXkFtZTgwODMwNTU5MjE@._V1_SX300.jpg,1972-02-01,79,55624
Werner Herzog,Fitzcarraldo,1982,0083946,8.2,21314,2970,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.",http://ia.media-imdb.com/images/M/MV5BMTY1MzYzOTIxM15BMl5BanBnXkFtZTgwNzY5MTA2MTE@._V1_SX300.jpg,1982-10-10,158,9343
Werner Herzog,"Great Ecstasy of Woodcarver Steiner, The (Große Ekstase des Bildschnitzers Steiner, Die)",1974,0070136,7.8,1513,66019,"A study of the psychology of a champion ski-jumper, whose full-time occupation is carpentry.",http://ia.media-imdb.com/images/M/MV5BMTQyNDMyNTM2Nl5BMl5BanBnXkFtZTcwODQzMjUzMQ@@._V1_SX300.jpg,1974-01-01,45,46595
Werner Herzog,Grizzly Man,2005,0427312,7.8,39607,34542,"A devastating and heartrending take on grizzly bear activists Timothy Treadwell and Amie Huguenard, who were killed in October of 2003 while living among grizzlies in Alaska.",http://ia.media-imdb.com/images/M/MV5BODc3NTAxMTY1MV5BMl5BanBnXkFtZTcwOTE4NjUzMw@@._V1_SX300.jpg,2005-09-02,103,501
Werner Herzog,Invincible,2001,0245171,6.5,3459,5615,A Jewish strongman performs in Berlin as the blond Aryan hero Siegfried.,http://ia.media-imdb.com/images/M/MV5BMTY3MDcxMzQ4MV5BMl5BanBnXkFtZTcwMzI2NzAwMQ@@._V1_SX300.jpg,2002-01-17,133,68569
Werner Herzog,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit),1971,0067324,8,1629,67504,"Through examining Fini Straubinger, an old woman who has been deaf and blind since adolescence, and her work on behalf of other deaf and blind people, this film shows how the deaf and blind...",http://ia.media-imdb.com/images/M/MV5BNDUyMzQ3MDEyN15BMl5BanBnXkFtZTgwNjI1MTkwMzE@._V1_SX300.jpg,2002-10-22,85,62437
Werner Herzog,Lessons of Darkness (Lektionen in Finsternis),1992,0104706,8.2,3442,31547,"This film shows the disaster of the Kuwaitian oil fields in flames, with few interviews and no explanatory narration. Hell itself is presented in such beautiful sights and music that one has to be fascinated by it.",http://ia.media-imdb.com/images/M/MV5BMTI1ODU1NDkwOV5BMl5BanBnXkFtZTcwMTM1NjUyMQ@@._V1_SX300.jpg,2002-10-26,54,53200
Werner Herzog,Little Dieter Needs to Fly,1997,0145046,8.1,4167,5059,"German-American Dieter Dengler discusses his service as an American naval pilot in the Vietnam War. Dengler also revisits the sites of his capture and eventual escape from the hands of the Vietcong, recreating many events for the camera.",http://ia.media-imdb.com/images/M/MV5BMjEzMzE4NzQyNl5BMl5BanBnXkFtZTcwNjcwODQ0MQ@@._V1_SX300.jpg,1998-10-02,80,57976
Werner Herzog,My Best Fiend (Mein liebster Feind),1999,0200849,7.9,7587,3002,"In the 1950s, an adolescent Werner Herzog was transfixed by a film performance of the young Klaus Kinski. Years later, they would share an apartment where, in an unabated, forty-eight-hour ...","http://ia.media-imdb.com/images/M/MV5BMTQ1NzQ2ODI4MF5BMl5BanBnXkFtZTgwOTc1NDgwMzE@._V1._CR1,45,341,454_SY132_CR5,0,89,132_AL_.jpg_V1_SX300.jpg",1999-10-07,95,8672
Werner Herzog,"My Son, My Son, What Have Ye Done",2009,1233219,6.3,7337,73572,"Inspired by a true crime, a man begins to experience mystifying events that lead him to slay his mother with a sword.",http://ia.media-imdb.com/images/M/MV5BMTQ0MzE4ODM2MF5BMl5BanBnXkFtZTcwMzMxNjcwMw@@._V1_SX300.jpg,2010-07-08,91,44027
Werner Herzog,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht),1979,0079641,7.6,22513,5489,"Jonathan and Lucy live in Wismar and the Count wants a house there. Varna is a port on the Black Sea, close to Dracula's castle.",http://ia.media-imdb.com/images/M/MV5BMTczNzE4NjE3N15BMl5BanBnXkFtZTcwMDgxMjEyMQ@@._V1_SX300.jpg,1979-01-17,107,6404
Werner Herzog,Rescue Dawn,2006,0462504,7.3,82898,53550,A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Viet Nam War.,http://ia.media-imdb.com/images/M/MV5BNzUxNzUzNzU2MV5BMl5BanBnXkFtZTcwNTgzNzU2NA@@._V1_SX300.jpg,2007-07-27,120,9952
Werner Herzog,Scream of Stone (Cerro Torre: Schrei aus Stein),1991,0102855,6.4,905,620,"Two famous competitive climbers make a bet on who can climb Cerro Torre, one of the most dangerous mountains in Argentina and the world, first. As the day of the climb approaches, their increasing competitiveness becomes destructive.",http://ia.media-imdb.com/images/M/MV5BMjkwNDEyODY4OF5BMl5BanBnXkFtZTcwODQyNjUyMQ@@._V1_SX300.jpg,1991-10-03,105,88893
Werner Herzog,Signs of Life (Lebenszeichen),1968,0063218,7.5,1380,8267,"A wounded German paratrooper named Stroszek is sent to the quiet island of Kos with his wife Nora, a Greek nurse, and two other soldiers recovering from minor wounds. Billeted in a decaying...",http://ia.media-imdb.com/images/M/MV5BMTIwMDc4NzE5N15BMl5BanBnXkFtZTcwNDEyOTkyMQ@@._V1_SX300.jpg,1981-12-01,91,67217
Werner Herzog,Stroszek,1977,0075276,8.1,8990,5121,"In Berlin, an alcoholic man, recently released from prison, joins his elderly friend and a prostitute in a determined dream to leave Germany and seek a better life in Wisconsin.",http://ia.media-imdb.com/images/M/MV5BMTEyMjAwNjcyMTheQTJeQWpwZ15BbWU4MDI2OTgwOTIx._V1_SX300.jpg,1977-01-12,115,11698
Werner Herzog,"Wild Blue Yonder, The",2005,0443693,6.3,2700,44671,"An alien narrates the story of his dying planet, his and his people's visits to Earth and Earth's man-made demise, while human astronauts attempt to find an alternate planet for surviving humans to live on.",http://ia.media-imdb.com/images/M/MV5BMTk5MTU5OTA5MF5BMl5BanBnXkFtZTcwMjY1ODgzMQ@@._V1_SX300.jpg,2007-06-15,80,8410
Werner Herzog,Wings of Hope (Julianes Sturz in den Dschungel),2000,0249248,7.7,554,70488,"Werner Herzog returns to the South American jungle with Juliane Koepcke, the German woman who was the sole survivor of a plane crash there in 1971. They find the remains of the plane and recreate her journey out of the jungle.",null,2000-02-01,65,99657
Victor Heerman,Animal Crackers,1930,0020640,7.7,10531,7706,Mayhem and zaniness ensue when a valuable painting goes missing during a party in honor of famed African explorer Captain Spaulding.,http://ia.media-imdb.com/images/M/MV5BNTYxNjQ0NTE4MV5BMl5BanBnXkFtZTgwMTE5MTM4MTE@._V1_SX300.jpg,1930-08-28,97,13913
Leni Riefenstahl,Triumph of the Will (Triumph des Willens),1935,0025913,7.5,10261,4278,"The infamous propaganda film of the 1934 Nazi Party rally in Nuremberg, Germany.",http://ia.media-imdb.com/images/M/MV5BMjE1MzE2Mzg1NV5BMl5BanBnXkFtZTgwOTUzOTA2MjE@._V1_SX300.jpg,1935-03-28,110,39266
Wai-Keung Lau,Infernal Affairs (Mou gaan dou),2002,0338564,8.1,88762,7981,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.",http://ia.media-imdb.com/images/M/MV5BMTc0Mjg2OTY3OV5BMl5BanBnXkFtZTcwNDA3Njk3OA@@._V1_SX300.jpg,2002-12-12,101,10775
Wai-Keung Lau,Infernal Affairs 2 (Mou gaan dou II),2003,0369060,7.4,12843,27802,"In this prequel to Mou gaan dou (2002), Chan Wing Yan has just become an undercover cop in the triads while Lau Kin Ming joins the police force. Both the triads and the police find an enemy in a rival crime boss.",http://ia.media-imdb.com/images/M/MV5BMjAzNTM4MDcwOV5BMl5BanBnXkFtZTcwMzI1NTE0MQ@@._V1_SX300.jpg,2003-10-01,119,11647
Wai-Keung Lau,Revenge of the Green Dragons,2014,1396523,5.3,2572,113416,Two best friends rise through the ranks of New York's Chinese underworld in the 1980s.,http://ia.media-imdb.com/images/M/MV5BOTYzOTc2Mzc1NV5BMl5BanBnXkFtZTgwODQ3NTQ0MjE@._V1_SX300.jpg,2014-09-11,94,286709
Bretaigne Windust,"Enforcer, The",1951,0043503,7.4,2892,7195,A crusading district attorney finally gets a chance to prosecute the organizer and boss of Murder Inc.,http://ia.media-imdb.com/images/M/MV5BMTc4NDY0MjAzOV5BMl5BanBnXkFtZTgwMDYwNjQ1MjE@._V1_SX300.jpg,1951-02-24,87,26712
Jill Sprecher,Clockwatchers,1997,0118866,6.4,4038,1875,Iris can best be described as a wallflower. She begins her first day as a temp for the nondescript Global Credit Association by waiting in a chair for two hours. This sets the scene for her...,http://ia.media-imdb.com/images/M/MV5BMTA5NTc4MzU5NTNeQTJeQWpwZ15BbWU3MDk3MTg4NDE@._V1_SX300.jpg,1998-05-15,96,55561
Jill Sprecher,Thirteen Conversations About One Thing (a.k.a. 13 Conversations),2001,0268690,7.1,8530,5391,"In New York City, the lives of a lawyer, an actuary, a house-cleaner, a professor and the people around them intersect as they ponder order and happiness in the face of life's cold unpredictability.",http://ia.media-imdb.com/images/M/MV5BNDg2ODEzNTUyNl5BMl5BanBnXkFtZTcwMTIyMjA0MQ@@._V1_SX300.jpg,2002-07-05,104,17734
Jake Szymanski,7 Days in Hell,2015,3895884,7.1,7067,138204,A fictional documentary-style expose on the rivalry between two of the greatest tennis players of all-time who battled it out in a 2001 match that lasted seven days.,http://ia.media-imdb.com/images/M/MV5BNjI4MzQyOTE0N15BMl5BanBnXkFtZTgwNzA5NzA5NTE@._V1_SX300.jpg,2015-07-11,43,287689
Jake Szymanski,Mike & Dave Need Wedding Dates,2016,2823054,,,160567,Two brothers place an online ad to find dates for a wedding and the ad goes viral.,http://ia.media-imdb.com/images/M/MV5BMjM4NDIxNzI5Nl5BMl5BanBnXkFtZTgwMTg4NTY5NzE@._V1_SX300.jpg,2016-07-08,,316023
Joe Swanberg,Drinking Buddies,2013,2265398,6.1,44327,103801,Luke and Kate are coworkers at a brewery who spend their nights drinking and flirting heavily. One weekend away together with their significant others proves who really belongs together and who doesn't.,http://ia.media-imdb.com/images/M/MV5BMjMwNDU1NzMzM15BMl5BanBnXkFtZTcwNTY3ODk1OQ@@._V1_SX300.jpg,2013-07-25,90,172533
Abel Ferrara,"Addiction, The",1995,0112288,6.4,6464,152,"A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood.",http://ia.media-imdb.com/images/M/MV5BMTM2MjA5MTk3OV5BMl5BanBnXkFtZTcwMDc2ODkxMQ@@._V1_SX300.jpg,1995-10-06,82,34996
Abel Ferrara,Bad Lieutenant,1992,0103759,7.1,28933,3272,"While investigating a young nun's rape, a corrupt New York City police detective, with a serious drug and gambling addiction, tries to change his ways and find forgiveness.",http://ia.media-imdb.com/images/M/MV5BMjA0NDkyNjY3OV5BMl5BanBnXkFtZTcwNDg5OTg5NA@@._V1_SX300.jpg,1992-12-17,96,12143
Abel Ferrara,Body Snatchers,1993,0106452,5.9,13149,426,A teenage girl and her father discover alien clones are replacing humans on a remote U.S. military base in Alabama.,http://ia.media-imdb.com/images/M/MV5BMTIwNDIyMDYyM15BMl5BanBnXkFtZTYwNjE4MDU5._V1_SX300.jpg,1994-01-28,87,4722
Abel Ferrara,Dangerous Game,1993,0106660,5.7,2714,439,"A New York film director, working on his latest movie in Los Angeles, begins to reflect the actions in his movie and real life, especially when he begins an affair with the lead actress.",http://ia.media-imdb.com/images/M/MV5BOTYyMzA0MTczNF5BMl5BanBnXkFtZTYwMDU0Mzk4._V1_SX300.jpg,1993-11-19,108,49299
Abel Ferrara,"Driller Killer, The",1979,0079082,4.9,4552,7764,"An artist slowly goes insane while struggling to pay his bills, work on his paintings, and care for his two female roommates, which leads him taking to the streets of New York after dark and randomly killing derelicts with a power drill.",http://ia.media-imdb.com/images/M/MV5BMTgyNzAzNDgxOV5BMl5BanBnXkFtZTcwNTI4OTUyMQ@@._V1_SX300.jpg,1979-06-15,96,13553
Abel Ferrara,"Funeral, The",1996,0116378,6.6,6789,1114,"New York City, the 1930s. A powerful crime family is caught in a lethal crossfire between union organizers and brutal corporate bosses. Against this turbulent backdrop, the family's three ...",http://ia.media-imdb.com/images/M/MV5BMTczMzMyMzI1NV5BMl5BanBnXkFtZTcwNTAxNDgxMQ@@._V1_SX300.jpg,1996-11-01,99,21612
Abel Ferrara,King of New York,1990,0099939,7,23247,1785,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.,http://ia.media-imdb.com/images/M/MV5BOTE2NDcxNzE4N15BMl5BanBnXkFtZTgwMDc1NTk4NjE@._V1_SX300.jpg,1990-09-28,103,9558
Abel Ferrara,New Rose Hotel,1998,0133122,4.8,3423,2892,Maas and Hosaka are two large Corporations in the future world. They are fighting to get control over the best minds of the world. The best is Hiroshi and at the moment he is working for ...,http://ia.media-imdb.com/images/M/MV5BMTI4MjA1MzQ4OF5BMl5BanBnXkFtZTcwMDYxMzEyMQ@@._V1_SX300.jpg,1999-03-19,93,21430
Josh Boone,The Fault in Our Stars,2014,2582846,7.9,235463,111921,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,http://ia.media-imdb.com/images/M/MV5BMjA4NzkxNzc5Ml5BMl5BanBnXkFtZTgwNzQ3OTMxMTE@._V1_SX300.jpg,2014-06-06,126,222935
Ruggero Deodato,Cannibal Holocaust,1980,0078935,6,37433,8906,"During a rescue mission into the amazon rain forest, a professor stumbles across lost film shot by a missing documentary crew.",http://ia.media-imdb.com/images/M/MV5BMTUzNDc5Nzg3NF5BMl5BanBnXkFtZTcwMjI1OTgzMQ@@._V1_SX300.jpg,1985-06-19,95,8689
Ruggero Deodato,"House on the Edge of the Park, The (Casa sperduta nel parco, La)",1980,0080503,5.9,3581,6000,"Two low-life punks invite themselves to a party at a posh villa and after being taunted by their snobbish hosts, hold everyone hostage and subject them to various forms of torture and mayhem.",http://ia.media-imdb.com/images/M/MV5BMjE5NjQ3MDQxNV5BMl5BanBnXkFtZTYwOTMwMjk4._V1_SX300.jpg,1985-02-22,91,28679
Ruggero Deodato,"Raiders of Atlantis, The",1983,0086135,4.8,807,26480,"A team of scientists working to raise a sunken Russian nuclear submarine on an ocean platform off the coast of Miami, Florida, unearth an ancient Atlantean relic from the sea floor and ...",http://ia.media-imdb.com/images/M/MV5BMjEwNjkxMjcxNF5BMl5BanBnXkFtZTYwNTc2Mjg5._V1_SX300.jpg,1983-11-25,98,29173
Eric Meza,House Party 3,1994,0110064,4,2433,470,"Come to a new House Party, where Kid, after a lifetime 'playing the field', falls in love and is about to get married. 'Play' plans to throw the rockin'est bachelor party ever - until '...",http://ia.media-imdb.com/images/M/MV5BMTExMzk2MTc1NjleQTJeQWpwZ15BbWU3MDM3NDYwMDE@._V1_SX300.jpg,1994-01-12,100,16097
Michael Apted,21 Up,1977,0075610,8.2,1714,52767,Director Michael Apted revisits the same group of British-born adults after a seven-year wait. The subjects are interviewed as to the changes that have occurred in their lives during the ...,http://ia.media-imdb.com/images/M/MV5BMTM3MTA3NzQ2N15BMl5BanBnXkFtZTcwNjM5NzYyMQ@@._V1_SX300.jpg,1977-05-09,100,20553
Michael Apted,28 Up,1984,0088650,8.3,1910,7566,Director Michael Apted revisits the same group of British-born adults after a 7 year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last ...,http://ia.media-imdb.com/images/M/MV5BMTI2Mzg3MDgzOV5BMl5BanBnXkFtZTcwMTYyNTIyMQ@@._V1_SX300.jpg,1986-02-01,136,20561
Michael Apted,35 Up,1991,0101254,8.2,1688,26712,Director Michael Apted revisits the same group of British-born adults after a 7 year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last ...,http://ia.media-imdb.com/images/M/MV5BOTUzNzYzNTU0OF5BMl5BanBnXkFtZTcwNTE2NDkyMQ@@._V1_SX300.jpg,1992-01-15,123,20562
Michael Apted,42 Up,1998,0164312,8.3,1778,3077,Director Michael Apted revisits the same group of British-born adults after a 7 year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last seven years.,http://ia.media-imdb.com/images/M/MV5BMjAwNjYxMzUwNF5BMl5BanBnXkFtZTcwMjI3OTgxMQ@@._V1_SX300.jpg,1998-07-21,139,20565
